bsdb,id,e,q,period,a,parallax,i,notes
J001003.15+462325.7:p1-2,556,,,,,7.21,, | ref_idsys: HD | id: 556 | catalogue: Hipparcos | filename: hip_main.dat
J001003.15+462325.7:p1A-1B,V342 And,,,2.63934,,,, | ref_idsys: GCVS | id: V342 And | catalogue: B/gcvs | filename: gcvs_cat.dat
J001009.21-490837.0:p1-2,577,,,,,8.5,, | ref_idsys: HD | id: 577 | catalogue: Hipparcos | filename: hip_main.dat
J001010.49+643848.0:p1-2,V741 Cas; 2331,0.0,,9.0581925,,,, | ref_idsys: GCVS; SBC9 | id: V741 Cas; 2331 | catalogue: B/gcvs; SB9 | filename: gcvs_cat.dat; orbits.dat
J001027.59-733858.2:p1-2,635,,,,,4.11,, | ref_idsys: HD | id: 635 | catalogue: Hipparcos | filename: hip_main.dat
J001037.25+584453.6:p4-5,627,,,,,1.62,, | ref_idsys: HD | id: 627 | catalogue: Hipparcos | filename: hip_main.dat
J001037.56-491653.0:p1-2,648,,,,,13.51,, | ref_idsys: HD | id: 648 | catalogue: Hipparcos | filename: hip_main.dat
J001038.55-731328.0:c1,00106-7313AB,0.487,,598169.925,2.762,,95.6, | ref_idsys: WDS | id: 00106-7313AB | catalogue: ORB6 | filename: orb6.dat
J001038.55-731328.0:p1-2,865,0.487,,598169.925,2.762,14.2,95.6, | ref_idsys: HIP | id: 865 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001038.55-731328.0:p1A-1B,661; 865; 00106-7313AB,0.487,,598169.925,2.762,14.63,95.6, | ref_idsys: HD; HIP; WDS | id: 661; 865; 00106-7313AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J001039.79+340656.0:p1-2,NP And,,,0.324449,,,, | ref_idsys: GCVS | id: NP And | catalogue: B/gcvs | filename: gcvs_cat.dat
J001042.13+545328.8:p1-2,232121,,,,,1.74,, | ref_idsys: HD | id: 232121 | catalogue: Hipparcos | filename: hip_main.dat
J001042.13+545328.8:p1A-1B,SX Cas,,0.27999999999999997,36.60438,86.98,0.0,83.75, | ref_idsys: GCVS | id: SX Cas | catalogue: J/A+A/417/263; II/150A; J/MNRAS/491/5489; CEV; B/gcvs | filename: table3.dat; catalog.dat; tablea1.dat; gcvs_cat.dat; table2.dat
J001047.30-572911.3:p1-2,675,,,,,7.77,, | ref_idsys: HD | id: 675 | catalogue: Hipparcos | filename: hip_main.dat
J001057.10+420640.0:p1-2,DO And,,,1.0103535000000001,,,, | ref_idsys: GCVS | id: DO And | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J001117.92-402221.5:p1-2,706,,,,,5.09,, | ref_idsys: HD | id: 706 | catalogue: Hipparcos | filename: hip_main.dat
J001124.77-112843.0:p1-2,WW Cet; 7,0.0,,0.1758,,,, | ref_idsys: GCVS; SBC9 | id: WW Cet; 7 | catalogue: V/123A; SB9 | filename: cv.dat; orbits.dat
J001130.61-493748.3:p1-2,734,,,,,20.86,, | ref_idsys: HD | id: 734 | catalogue: Hipparcos | filename: hip_main.dat
J001131.46-554458.8:p1-2,740,,,,,4.31,, | ref_idsys: HD | id: 740 | catalogue: Hipparcos | filename: hip_main.dat
J001135.19-030440.7:p1-2,717,,,,,9.91,, | ref_idsys: HD | id: 717 | catalogue: Hipparcos | filename: hip_main.dat
J001137.15+581242.6:p1A-1B,8,0.04,,55.9212,,,, | ref_idsys: SBC9 | id: 8 | catalogue: SB9 | filename: orbits.dat
J001138.87+555741.8:p1-2,709,,,,,2.14,, | ref_idsys: HD | id: 709 | catalogue: Hipparcos | filename: hip_main.dat
J001140.83-094210.1:p1-2,738,,,,,6.88,, | ref_idsys: HD | id: 738 | catalogue: Hipparcos | filename: hip_main.dat
J001142.00+580424.0:p1-2,MR Cas,,0.7,0.3803527,,2.0,, | ref_idsys: GCVS | id: MR Cas | catalogue: II/150A; CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J001150.12+282523.9:p1-2,744,,,,,12.79,, | ref_idsys: HD | id: 744 | catalogue: Hipparcos | filename: hip_main.dat
J001150.37+660734.5:p1-2,724,,,,,1.99,, | ref_idsys: HD | id: 724 | catalogue: Hipparcos | filename: hip_main.dat
J001153.20+600638.0:p1-2,MS Cas,,,1.172719,,,, | ref_idsys: GCVS | id: MS Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J001156.42-752834.5:p1-2,793,,,,,2.05,, | ref_idsys: HD | id: 793 | catalogue: Hipparcos | filename: hip_main.dat
J001202.70+550519.0:p1-2,V959 Cas,,,1.065153,,,, | ref_idsys: GCVS | id: V959 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J001205.24-583130.4:p1-2,791,,,,,17.21,, | ref_idsys: HD | id: 791 | catalogue: Hipparcos | filename: hip_main.dat
J001208.05+533726.1:p1-2,148,0.8282,,24413.31,0.2514,8.34,42.77, | ref_idsys: ADS | id: 148 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001208.05+533726.1:p1A-1B,148; 761; 981; 00121+5337AB,0.8282,,24413.31,0.2514,8.664,42.77, | ref_idsys: ADS; HD; HIP; WDS | id: 148; 761; 981; 00121+5337AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J001210.31+464629.7:p1-2,149; 764; 984; 00122+4647AB,0.511,,98442.18000000001,0.26,4.09625,108.8, | ref_idsys: ADS; HD; HIP; WDS | id: 149; 764; 984; 00122+4647AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J001226.38+455734.5:p1-2,794,,,,,3.99,, | ref_idsys: HD | id: 794 | catalogue: Hipparcos | filename: hip_main.dat
J001230.31+143348.6:p1-2,LN Peg; 2408; 2409,0.02825,,783.12208505,,24.69,, | ref_idsys: GCVS; SBC9 | id: LN Peg; 2408; 2409 | catalogue: J/MNRAS/349/1069; SB9 | filename: table1.dat; orbits.dat
J001230.65-321915.2:p1-2,824,,,,,4.61,, | ref_idsys: HD | id: 824 | catalogue: Hipparcos | filename: hip_main.dat
J001233.14-114133.2:p1-2,821; 1005; 00126-1142AB,0.2,,67571.25,0.3,5.555,49.0, | ref_idsys: HD; HIP; WDS | id: 821; 1005; 00126-1142AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J001234.16+444225.9:p1-2,800,,,,,6.3,, | ref_idsys: HD | id: 800 | catalogue: Hipparcos | filename: hip_main.dat
J001300.51+025658.5:p1-2,866,,,,,5.43,, | ref_idsys: HD | id: 866 | catalogue: Hipparcos | filename: hip_main.dat
J001312.73+620227.1:p1-2,9,0.22,,11.2153,,,, | ref_idsys: SBC9 | id: 9 | catalogue: SB9 | filename: orbits.dat
J001314.15+151100.8:p1-2,886,,,,,37.3,, | ref_idsys: HD | id: 886 | catalogue: Hipparcos | filename: hip_main.dat
J001316.40+434241.0:p1-2,SY And,,0.5,34.908523333333335,,0.0,, | ref_idsys: GCVS | id: SY And | catalogue: II/150A; B/gcvs; CEV | filename: catalog.dat; gcvs_cat.dat
J001320.31+143348.7:p1-2,999,0.0,,1251.354950375,0.01839,24.535,81.27, | ref_idsys: HIP | id: 999 | catalogue: J/A+A/546/A69; ORB6; J/MNRAS/349/1069 | filename: table1.dat; orb6.dat
J001320.31+143348.7:p3-4,999,0.0,,1251.354950375,0.01839,24.535,81.27, | ref_idsys: HIP | id: 999 | catalogue: J/A+A/546/A69; ORB6; J/MNRAS/349/1069 | filename: table1.dat; orb6.dat
J001322.39+581234.0:p1-2,V337 Cas,,,7.046562,,,, | ref_idsys: GCVS | id: V337 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J001323.29+632731.2:p1-2,717,0.0,,0.6677,,,, | ref_idsys: SBC9 | id: 717 | catalogue: SB9 | filename: orbits.dat
J001324.00+265914.0:c1,00134+2659AB,0.72,,154128.195,0.641,,124.1, | ref_idsys: WDS | id: 00134+2659AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table2.dat
J001324.00+265914.0:p1-2,161; 895; 1076,0.72,,154128.195,0.641,7.766666666666667,124.09999999999998, | ref_idsys: ADS; HD; HIP | id: 161; 895; 1076 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J001324.00+265914.0:p1-3,161; 895; 1076; 1503,0.6703571428571429,,143119.46866285714,0.641,7.78625,124.1, | ref_idsys: ADS; HD; HIP; SBC9 | id: 161; 895; 1076; 1503 | catalogue: J/A+A/546/A69; ORB6; Hipparcos; SB9 | filename: table1.dat; orb6.dat; hip_main.dat; orbits.dat
J001324.00+265914.0:p1A-1B,161; 895; 1076; 00134+2659AB,0.72,,154128.195,0.6409999999999999,7.751,124.1, | ref_idsys: ADS; HD; HIP; WDS | id: 161; 895; 1076; 00134+2659AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J001330.10+581701.0:p1-2,GT Cas,,0.47,2.98981284,,0.0,80.0, | ref_idsys: GCVS | id: GT Cas | catalogue: J/A+A/417/263; II/150A; CEV; B/gcvs | filename: table3.dat; catalog.dat; table2.dat; gcvs_cat.dat
J001340.49+063449.2:p1-2,921,,,,,5.97,, | ref_idsys: HD | id: 921 | catalogue: Hipparcos | filename: hip_main.dat
J001343.02+183808.6:p1A-1B,929,,,,,7.52,, | ref_idsys: HD | id: 929 | catalogue: Hipparcos | filename: hip_main.dat
J001420.22-273150.1:p1-2,1002; 1144; 00143-2732AB,0.378,,10603.2075,0.251,19.94,59.8, | ref_idsys: HD; HIP; WDS | id: 1002; 1144; 00143-2732AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J001421.55+602029.9:p1-2,236348,,,,,22.51,, | ref_idsys: HD | id: 236348 | catalogue: Hipparcos | filename: hip_main.dat
J001423.73+435044.1:p1-2,982,,,,,7.150000000000001,, | ref_idsys: HD | id: 982 | catalogue: Hipparcos | filename: hip_main.dat
J001435.75+534939.1:p1-2,992,,,,,1.62,, | ref_idsys: HD | id: 992 | catalogue: Hipparcos | filename: hip_main.dat
J001440.98-124452.7:p1-2,1036,,,,,3.02,, | ref_idsys: HD | id: 1036 | catalogue: Hipparcos | filename: hip_main.dat
J001442.49+621952.0:p1-2,BG Cas,,,3.9535565,,,, | ref_idsys: GCVS | id: BG Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J001443.70+544014.0:p1-2,MT Cas,,,0.3138854166666667,,,, | ref_idsys: GCVS | id: MT Cas | catalogue: V/119 ; B/gcvs; CEV | filename: catalog.dat; gcvs_cat.dat
J001450.18-001810.9:p1-2,1050,,,,,4.97,, | ref_idsys: HD | id: 1050 | catalogue: Hipparcos | filename: hip_main.dat
J001453.43-320910.0:p1-2,1078; 1190; 00149-3209AB,0.8139999999999998,,535456.5,1.586,7.483846153846153,110.4, | ref_idsys: HD; HIP; WDS | id: 1078; 1190; 00149-3209AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J001456.38+213232.1:p1-2,1059,,,,,4.35,, | ref_idsys: HD | id: 1059 | catalogue: Hipparcos | filename: hip_main.dat
J001458.85+084914.4:p1A-1B,UU Psc; 10,0.0,,0.841689,,,, | ref_idsys: GCVS; SBC9 | id: UU Psc; 10 | catalogue: B/gcvs; SB9 | filename: gcvs_cat.dat; orbits.dat
J001509.80+272345.0:p1-2,195; 00152+2722AB,0.367,,397757.25,8.48,0.0,75.2, | ref_idsys: ADS; WDS | id: 195; 00152+2722AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001510.66+780101.2:p1-2,1007,,,,,3.42,, | ref_idsys: HD | id: 1007 | catalogue: Hipparcos | filename: hip_main.dat
J001517.53+463610.5:p1-2,1656,0.269,,441.1,,,, | ref_idsys: SBC9 | id: 1656 | catalogue: SB9 | filename: orbits.dat
J001517.87+441212.0:c1,00153+4412AB,0.7209333333333333,,73770.5165,0.19856666666666667,,68.35, | ref_idsys: WDS | id: 00153+4412AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table2.dat
J001517.87+441212.0:p1-2,197; 1082; 1233,0.71946,,85461.04890000001,0.22144,3.02,68.35, | ref_idsys: ADS; HD; HIP | id: 197; 1082; 1233 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001517.87+441212.0:p1-3,197; 1082; 1233,0.71946,,85461.04890000001,0.22144,3.02,68.35, | ref_idsys: ADS; HD; HIP | id: 197; 1082; 1233 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001517.87+441212.0:p1-4,197; V348 And; 1082; 1233,0.71946,,71218.46395,0.22144,3.02,68.35, | ref_idsys: ADS; GCVS; HD; HIP | id: 197; V348 And; 1082; 1233 | catalogue: J/A+A/546/A69; ORB6; B/gcvs | filename: table1.dat; orb6.dat; gcvs_cat.dat
J001517.87+441212.0:p1A-1B,197; 1082; 1233; 00153+4412AB,0.7198434782608696,,82411.34161956521,0.21547173913043477,3.02,68.35, | ref_idsys: ADS; HD; HIP; WDS | id: 197; 1082; 1233; 00153+4412AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat; table2.dat
J001527.67-160755.7:p1-2,1242; 00155-1608AB,0.36400000000000005,,1667.7315,0.3037,200.53,146.0, | ref_idsys: HIP; WDS | id: 1242; 00155-1608AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat; table2.dat
J001530.58+520210.1:p1-2,232148,,,,,2.84,, | ref_idsys: HD | id: 232148 | catalogue: Hipparcos | filename: hip_main.dat
J001534.19-242046.9:p1-2,1136,,,,,2.99,, | ref_idsys: HD | id: 1136 | catalogue: Hipparcos | filename: hip_main.dat
J001546.70-310545.0:p1-2,SZ Scl,,,0.320813785,,,, | ref_idsys: GCVS | id: SZ Scl | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J001548.92-115925.1:p1-2,1154,,,,,2.24,, | ref_idsys: HD | id: 1154 | catalogue: Hipparcos | filename: hip_main.dat
J001551.59+602554.0:p1-2,MU Cas,,,6.7570250000000005,,,, | ref_idsys: GCVS | id: MU Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J001551.73-053605.7:p1-2,1153,,,,,6.68,, | ref_idsys: HD | id: 1153 | catalogue: Hipparcos | filename: hip_main.dat
J001602.04-675358.5:p1-2,1199,,,,,2.19,, | ref_idsys: HD | id: 1199 | catalogue: Hipparcos | filename: hip_main.dat
J001602.80+485506.0:p1-2,V544 Cas,,,3.37453,,,, | ref_idsys: GCVS | id: V544 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J001603.35-711506.9:p1-2,1209,,,,,5.18,, | ref_idsys: HD | id: 1209 | catalogue: Hipparcos | filename: hip_main.dat
J001613.87+765702.7:p1-2,207; 1141; 1296; 00162+7657AB,0.4095,,354819.921,0.9873,5.225263157894737,135.8, | ref_idsys: ADS; HD; HIP; WDS | id: 207; 1141; 1296; 00162+7657AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J001621.55+433543.3:p1-2,1185,,,,,10.75,, | ref_idsys: HD | id: 1185 | catalogue: Hipparcos | filename: hip_main.dat
J001623.45-223515.5:p1A-1B,1205,,,,,13.71,, | ref_idsys: HD | id: 1205 | catalogue: Hipparcos | filename: hip_main.dat
J001624.41-702332.4:p1-2,1261,,,,,5.08,, | ref_idsys: HD | id: 1261 | catalogue: Hipparcos | filename: hip_main.dat
J001625.00+562047.0:p1-2,GU Cas,,,3.0933574999999998,,,, | ref_idsys: GCVS | id: GU Cas | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J001634.04+081424.6:p1-2,1227,,,,,7.38,, | ref_idsys: HD | id: 1227 | catalogue: Hipparcos | filename: hip_main.dat
J001637.69+624849.0:p1-2,MV Cas,,,1.11227675,,,, | ref_idsys: GCVS | id: MV Cas | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J001641.41+543937.6:p1-2,1210,,,,,8.28,, | ref_idsys: HD | id: 1210 | catalogue: Hipparcos | filename: hip_main.dat
J001643.04+363747.0:p1-2,1223,,,,,7.18,, | ref_idsys: HD | id: 1223 | catalogue: Hipparcos | filename: hip_main.dat
J001644.46+362929.0:p1-2,221; 1224; 1336; 00167+3629AB,0.56,,39775.725,0.35,12.2355,162.5, | ref_idsys: ADS; HD; HIP; WDS | id: 221; 1224; 1336; 00167+3629AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J001649.60+550501.0:p1-2,MW Cas,,,0.4808683,,,, | ref_idsys: GCVS | id: MW Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J001653.89-523904.1:p1-2,1273; 11,0.56855,,411.42449999999997,0.02098,,74.7, | ref_idsys: HD; SBC9 | id: 1273; 11 | catalogue: ORB6; SB9 | filename: orb6.dat; orbits.dat
J001700.19+531435.8:p1-2,1265,,,,,5.62,, | ref_idsys: HD | id: 1265 | catalogue: Hipparcos | filename: hip_main.dat
J001705.54+384054.0:p1-2,1280; 1366; 00171+3841AB,0.7849999999999999,,1019.500013984375,0.018500000000000003,10.56,66.0, | ref_idsys: HD; HIP; WDS | id: 1280; 1366; 00171+3841AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J001721.50-715457.0:p1-2,AQ Tuc; 1372; 13,0.0,0.3539999999999999,0.59482985375,0.0158663493396798,4.133464373464374,80.2, | ref_idsys: GCVS; HD; SBC9 | id: AQ Tuc; 1372; 13 | catalogue: V/119 ; CEV; J/A+A/311/523; V/120; B/gcvs; J/MNRAS/357/497; Hipparcos; SB9 | filename: catalog.dat; table1; table2.dat; gcvs_cat.dat; table1.dat; hip_main.dat; orbits.dat
J001724.42+085234.9:c1,00174+0853AB,0.002,,13024.815,0.189,,95.4, | ref_idsys: WDS | id: 00174+0853AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table2.dat
J001724.42+085234.9:p1-2,238; 1317; 1392,0.002,,13024.815,0.18899999999999997,65.85,95.4, | ref_idsys: ADS; HD; HIP | id: 238; 1317; 1392 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001724.42+085234.9:p1-5,238; 1317; 1392,0.002,,13024.815,0.189,65.85,95.40000000000002, | ref_idsys: ADS; HD; HIP | id: 238; 1317; 1392 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001724.42+085234.9:p1A-1B,238; 1317; 1392; 00174+0853AB,0.002,,13024.815,0.189,65.85,95.4, | ref_idsys: ADS; HD; HIP; WDS | id: 238; 1317; 1392; 00174+0853AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat; table2.dat
J001724.45-513120.7:p1-2,1332,,,,,8.38,, | ref_idsys: HD | id: 1332 | catalogue: Hipparcos | filename: hip_main.dat
J001728.76+001915.5:p1-3,1329,,,,,11.3,, | ref_idsys: HD | id: 1329 | catalogue: Hipparcos | filename: hip_main.dat
J001728.76+001915.5:p4-5,1329,,,,,11.3,, | ref_idsys: HD | id: 1329 | catalogue: Hipparcos | filename: hip_main.dat
J001743.05+512559.0:p1A-1B,AO Cas,,0.82,3.52347375,0.1437304587241588,1.117283950617284,51.2, | ref_idsys: GCVS | id: AO Cas | catalogue: II/150A; Svechnikov84; B/gcvs; V/120 | filename: catalog.dat; table2.dat; gcvs_cat.dat
J001743.89-523904.1:p1-2,1273; 1349,0.57,,411.40002266666664,0.02098,44.25,74.7, | ref_idsys: HD; HIP | id: 1273; 1349 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J001743.89-523904.1:p3-4,1273; 1349,0.57,,411.40002266666664,0.02098,44.25,74.7, | ref_idsys: HD; HIP | id: 1273; 1349 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J001744.88+534240.8:p1-2,1335,,,,,-0.23,, | ref_idsys: HD | id: 1335 | catalogue: Hipparcos | filename: hip_main.dat
J001756.94+343431.9:p1-2,1362,,,,,8.19,, | ref_idsys: HD | id: 1362 | catalogue: Hipparcos | filename: hip_main.dat
J001814.69+725648.4:p1-2,243; 1360; 1461; 00182+7257AB,0.392,,90446.8575,0.367,5.7231250000000005,68.6, | ref_idsys: ADS; HD; HIP; WDS | id: 243; 1360; 1461; 00182+7257AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J001816.90-210817.8:p1-2,1431,,,,,4.29,, | ref_idsys: HD | id: 1431 | catalogue: Hipparcos | filename: hip_main.dat
J001817.73+614337.3:p1-2,14,0.083,,20.281869999999998,,,, | ref_idsys: SBC9 | id: 14 | catalogue: SB9 | filename: orbits.dat
J001821.15+493035.3:p1-2,1402,,,,,8.87,, | ref_idsys: HD | id: 1402 | catalogue: Hipparcos | filename: hip_main.dat
J001822.88+440122.6:p1-3,246,0.0,,949650.0,41.15,278.76,61.4, | ref_idsys: ADS | id: 246 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001822.88+440122.6:p1A-1B,246; 1326; 1475; 00184+4401AB,0.0,,949650.0,41.15,278.76,61.4, | ref_idsys: ADS; HD; HIP; WDS | id: 246; 1326; 1475; 00184+4401AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001823.30+440123.6:p1-2,246; 1326; 1475,0.0,,949650.0,41.15,278.76,61.4, | ref_idsys: ADS; HD; HIP | id: 246; 1326; 1475 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001823.30+440123.6:p1-3,246; 1326; 1475,0.0,,949650.0,41.15,278.76,61.4, | ref_idsys: ADS; HD; HIP | id: 246; 1326; 1475 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J001827.26+212839.4:p1-2,1430,,,,,9.58,, | ref_idsys: HD | id: 1430 | catalogue: Hipparcos | filename: hip_main.dat
J001830.46+260823.4:p1-2,1429,,,,,8.17,, | ref_idsys: HD | id: 1429 | catalogue: Hipparcos | filename: hip_main.dat
J001842.75+155925.9:p1-2,1450,,,,,6.33,, | ref_idsys: HD | id: 1450 | catalogue: Hipparcos | filename: hip_main.dat
J001842.75+155925.9:p1A-1B,1450,,,,,6.33,, | ref_idsys: HD | id: 1450 | catalogue: Hipparcos | filename: hip_main.dat
J001845.90-394038.0:p1-2,BM Phe,,,0.413627,,4.77,, | ref_idsys: GCVS | id: BM Phe | catalogue: V/119  | filename: catalog.dat
J001855.46-490511.5:p1-2,1494,,,,,11.25,, | ref_idsys: HD | id: 1494 | catalogue: Hipparcos | filename: hip_main.dat
J001856.00-795455.0:p1-2,S Hyi,,,0.9031100000000001,,,, | ref_idsys: GCVS | id: S Hyi | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J001905.42-775920.1:p1-2,1558,,,,,4.02,, | ref_idsys: HD | id: 1558 | catalogue: Hipparcos | filename: hip_main.dat
J001914.36+594216.9:p1-2,1479,,,,,5.98,, | ref_idsys: HD | id: 1479 | catalogue: Hipparcos | filename: hip_main.dat
J001914.93-335433.6:p1-2,1524,,,,,4.9,, | ref_idsys: HD | id: 1524 | catalogue: Hipparcos | filename: hip_main.dat
J001918.70+590821.0:p1-2,TV Cas; 15,0.0,0.45,1.8126048753571429,10.9,3.0,79.18, | ref_idsys: GCVS; SBC9 | id: TV Cas; 15 | catalogue: J/A+A/417/263; V/115; II/150A; B/gcvs; J/MNRAS/491/5489; CEV; Svechnikov84; SB9 | filename: table3.dat; table1.dat; catalog.dat; gcvs_cat.dat; tablea1.dat; table2.dat; table5.dat; orbits.dat
J001949.89+215652.0:p1-2,QR And,,,0.6604607499999999,,,, | ref_idsys: GCVS | id: QR And | catalogue: B/gcvs; V/123A | filename: gcvs_cat.dat; cv.dat
J002009.79-355410.0:p1-2,1611,,,,,2.54,, | ref_idsys: HD | id: 1611 | catalogue: Hipparcos | filename: hip_main.dat
J002016.61+541203.5:p1-2,232161,,,,,0.20000000000000004,, | ref_idsys: HD | id: 232161 | catalogue: Hipparcos | filename: hip_main.dat
J002018.38-324607.1:p1-2,1620; 1625,0.544,,46061.6775,0.609,19.075,, | ref_idsys: HD; HIP | id: 1620; 1625 | catalogue: Hipparcos; J/A+A/546/A69 | filename: hip_main.dat; table1.dat
J002030.50+401334.0:p1-2,CN And; 1987,0.0,0.51,0.462795818125,,6.0,70.3, | ref_idsys: GCVS; SBC9 | id: CN And; 1987 | catalogue: V/119 ; II/150A; B/gcvs; CEV; J/A+A/311/523; SB9 | filename: catalog.dat; gcvs_cat.dat; table1; orbits.dat
J002033.00+453032.0:p1-2,277; 1614; 1642; 00205+4531AB,0.292,,136128.675,0.9470000000000001,8.9205,122.0, | ref_idsys: ADS; HD; HIP; WDS | id: 277; 1614; 1642; 00205+4531AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J002038.22+121839.8:p1-2,281; 1634; 1646; 00206+1219AB,0.557,,50039.25,0.333,9.142,35.0, | ref_idsys: ADS; HD; HIP; WDS | id: 281; 1634; 1646; 00206+1219AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J002052.21+554216.3:p1-2,V592 Cas; 2436,0.0,,0.115063,,,, | ref_idsys: GCVS; SBC9 | id: V592 Cas; 2436 | catalogue: V/123A; SB9 | filename: cv.dat; orbits.dat
J002054.17+325841.0:p1-2,1641,,,,,14.0,, | ref_idsys: HD | id: 1641 | catalogue: Hipparcos | filename: hip_main.dat
J002054.60+105837.1:p1-2,287; 1663; 1670; 00209+1059AB,0.5935869565217391,,340389.1793478261,0.7137173913043479,3.595,42.4, | ref_idsys: ADS; HD; HIP; WDS | id: 287; 1663; 1670; 00209+1059AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
